0,IS MAKING DADDY PROUD THE GOAL,*,*,Yes.,learnf.aiml
0,IS FAVOUR A GOOD GIRL,*,*,Yes.,learnf.aiml
0,WHAT IS THE GOAL,*,*,making daddy proud.,learnf.aiml
0,WHAT IS A GOOD GIRL,*,*,favour.,learnf.aiml
0,WHAT IS MAKING DADDY PROUD,*,*,The goal.,learnf.aiml
0,WHAT IS FAVOUR,*,*,A good girl.,learnf.aiml
